"position","Points:0","Points:1","Points:2"
0,5.4146,22.667,-5.4012
0,5.4841,22.602,-5.539
0,5.4882,22.678,-5.5146
0,5.5267,22.595,-5.4711
0,5.4458,22.541,-5.5022
0,5.4073,22.625,-5.5457
0,5.3792,22.553,-5.3909
0,5.2955,22.674,-5.3814
0,5.308,22.586,-5.2632
0,5.361,22.758,-5.2787
0,5.4447,22.636,-5.2882
0,5.4322,22.724,-5.4064
0,5.5126,22.588,-5.5901
0,5.5194,22.716,-5.5494
0,5.5836,22.576,-5.4769
0,5.4488,22.487,-5.5287
0,5.3846,22.627,-5.6012
0,5.3616,22.496,-5.3857
0,5.2457,22.687,-5.4125
0,5.2903,22.529,-5.2581
0,5.3786,22.815,-5.2839
0,5.4945,22.624,-5.2571
0,5.4499,22.781,-5.4115
0,5.4236,22.63,-5.4305
0,5.3879,22.647,-5.3667
0,5.3523,22.664,-5.3029
0,5.3167,22.68,-5.2391
0,5.281,22.697,-5.1752
0,5.2454,22.714,-5.1114
0,5.2098,22.731,-5.0476
0,5.1742,22.748,-4.9838
0,5.1385,22.764,-4.9199
0,5.1029,22.781,-4.8561
0,5.0673,22.798,-4.7923
0,5.0317,22.815,-4.7285
0,4.996,22.832,-4.6646
0,4.9617,22.835,-4.6082
0,4.9685,22.857,-4.6102
0,4.9285,22.825,-4.5591
0,4.9492,22.892,-4.5652
0,4.8954,22.815,-4.5101
0,4.9298,22.927,-4.5202
0,4.8623,22.806,-4.4611
0,4.9104,22.961,-4.4752
0,5.4569,22.628,-5.4848
0,5.468,22.664,-5.488
0,5.4775,22.712,-5.4839
0,5.4867,22.707,-5.5004
0,5.4818,22.76,-5.4713
0,5.5095,22.747,-5.521
0,5.7695,22.666,-5.4239
0,5.7778,22.662,-5.4388
0,5.7923,22.661,-5.4162
0,5.7659,22.642,-5.4259
0,5.7519,22.669,-5.4409
0,5.7783,22.688,-5.4312
0,5.7027,22.691,-5.3648
0,5.7,22.731,-5.2888
0,5.6315,22.724,-5.2372
0,5.6819,22.714,-5.2063
0,5.6846,22.674,-5.2823
0,5.7532,22.681,-5.334
0,5.8063,22.649,-5.4898
0,5.8498,22.645,-5.4222
0,5.7707,22.588,-5.4513
0,5.7286,22.669,-5.4962
0,5.8078,22.726,-5.467
0,5.6522,22.701,-5.3956
0,5.7155,22.789,-5.2954
0,5.581,22.734,-5.268
0,5.7324,22.704,-5.1755
0,5.6692,22.616,-5.2758
0,5.8037,22.671,-5.3032
0,5.8348,22.635,-5.5409
0,5.9073,22.629,-5.4282
0,5.7754,22.533,-5.4767
0,5.7053,22.669,-5.5515
0,5.8372,22.764,-5.5029
0,5.6017,22.711,-5.4265
0,5.7309,22.846,-5.3019
0,5.5305,22.744,-5.2988
0,5.7829,22.694,-5.1447
0,5.6537,22.558,-5.2692
0,5.8542,22.66,-5.2723
0,5.7458,22.677,-5.3813
0,5.7101,22.694,-5.3175
0,5.6745,22.711,-5.2537
0,5.6389,22.728,-5.1898
0,5.6033,22.744,-5.126
0,5.5676,22.761,-5.0622
0,5.532,22.778,-4.9984
0,5.4964,22.795,-4.9345
0,5.4608,22.812,-4.8707
0,5.4251,22.828,-4.8069
0,5.3895,22.845,-4.743
0,5.3539,22.862,-4.6792
0,5.3183,22.879,-4.6154
0,5.2775,22.895,-4.566
0,5.2971,22.891,-4.554
0,5.2316,22.912,-4.5309
0,5.2906,22.9,-4.4949
0,5.1857,22.928,-4.4959
0,5.284,22.908,-4.4359
0,5.1397,22.944,-4.4609
0,5.2774,22.917,-4.3769
0,5.786,22.661,-5.4281
0,5.8175,22.655,-5.4088
0,5.8533,22.649,-5.3759
0,5.8626,22.645,-5.3924
0,5.8828,22.646,-5.3356
0,5.9106,22.633,-5.3853
0,5.5779,22.868,-5.4137
0,5.5862,22.864,-5.4286
0,5.5979,22.883,-5.4127
0,5.5924,22.85,-5.4071
0,5.563,22.852,-5.424
0,5.5686,22.885,-5.4296
0,5.5145,22.869,-5.3463
0,5.4858,22.927,-5.2895
0,5.4433,22.902,-5.2186
0,5.4869,22.941,-5.2045
0,5.5156,22.883,-5.2613
0,5.5581,22.907,-5.3321
0,5.6147,22.851,-5.4796
0,5.6499,22.906,-5.432
0,5.6333,22.806,-5.4152
0,5.5453,22.813,-5.466
0,5.5619,22.912,-5.4828
0,5.4709,22.83,-5.3604
0,5.456,22.97,-5.3176
0,5.3997,22.863,-5.2328
0,5.5305,22.98,-5.1903
0,5.5453,22.839,-5.2332
0,5.6017,22.946,-5.318
0,5.6432,22.838,-5.5307
0,5.7019,22.928,-5.4513
0,5.6742,22.763,-5.4233
0,5.5275,22.774,-5.5079
0,5.5551,22.939,-5.5359
0,5.4273,22.791,-5.3746
0,5.4262,23.014,-5.3458
0,5.3561,22.825,-5.2469
0,5.5741,23.018,-5.1762
0,5.5751,22.795,-5.205
0,5.6453,22.985,-5.3038
0,5.5541,22.88,-5.3711
0,5.5185,22.896,-5.3073
0,5.4829,22.913,-5.2435
0,5.4472,22.93,-5.1796
0,5.4116,22.947,-5.1158
0,5.376,22.964,-5.052
0,5.3404,22.98,-4.9882
0,5.3047,22.997,-4.9243
0,5.2691,23.014,-4.8605
0,5.2335,23.031,-4.7967
0,5.1979,23.047,-4.7329
0,5.1622,23.064,-4.669
0,5.1266,23.081,-4.6052
0,5.0872,23.088,-4.5525
0,5.1042,23.103,-4.547
0,5.044,23.085,-4.511
0,5.0949,23.131,-4.4945
0,5.0007,23.083,-4.4695
0,5.0856,23.158,-4.4419
0,4.9575,23.08,-4.428
0,5.0763,23.186,-4.3894
0,5.5929,22.874,-5.4214
0,5.6201,22.898,-5.4125
0,5.6504,22.931,-5.3929
0,5.6597,22.927,-5.4095
0,5.6746,22.965,-5.3655
0,5.7024,22.952,-5.4152
0,5.6817,22.823,-5.3144
0,5.69,22.819,-5.3293
0,5.6939,22.802,-5.3086
0,5.6655,22.808,-5.3261
0,5.6747,22.841,-5.3295
0,5.7031,22.835,-5.312
0,5.6281,22.867,-5.253
0,5.628,22.876,-5.1673
0,5.5568,22.9,-5.1253
0,5.5809,22.852,-5.0992
0,5.581,22.843,-5.1849
0,5.6521,22.818,-5.2268
0,5.7185,22.806,-5.3803
0,5.7302,22.756,-5.3183
0,5.645,22.774,-5.3708
0,5.6725,22.872,-5.3811
0,5.7578,22.853,-5.3286
0,5.604,22.915,-5.2791
0,5.675,22.909,-5.1497
0,5.5328,22.949,-5.1515
0,5.6049,22.804,-5.073
0,5.534,22.81,-5.2025
0,5.6762,22.77,-5.2007
0,5.747,22.792,-5.4314
0,5.7666,22.709,-5.328
0,5.6245,22.74,-5.4155
0,5.6704,22.902,-5.4326
0,5.8125,22.871,-5.3451
0,5.58,22.963,-5.3053
0,5.722,22.941,-5.1321
0,5.5087,22.997,-5.1776
0,5.6289,22.755,-5.0469
0,5.487,22.777,-5.22
0,5.7002,22.722,-5.1745
0,5.6579,22.834,-5.2718
0,5.6223,22.851,-5.208
0,5.5867,22.868,-5.1442
0,5.551,22.884,-5.0803
0,5.5154,22.901,-5.0165
0,5.4798,22.918,-4.9527
0,5.4442,22.935,-4.8889
0,5.4085,22.952,-4.825
0,5.3729,22.968,-4.7612
0,5.3373,22.985,-4.6974
0,5.3016,23.002,-4.6336
0,5.266,23.019,-4.5697
0,5.2304,23.036,-4.5059
0,5.1948,23.06,-4.4556
0,5.2041,23.041,-4.4454
0,5.1592,23.091,-4.4187
0,5.1872,23.034,-4.3882
0,5.1235,23.122,-4.3819
0,5.1704,23.028,-4.331
0,5.0879,23.153,-4.345
0,5.1535,23.021,-4.2738
0,5.6926,22.81,-5.3196
0,5.7076,22.78,-5.3032
0,5.7223,22.743,-5.274
0,5.7315,22.739,-5.2906
0,5.7315,22.71,-5.2374
0,5.7592,22.697,-5.2871
0,5.4998,22.677,-5.4864
0,5.5081,22.673,-5.5013
0,5.5174,22.662,-5.479
0,5.4876,22.658,-5.4945
0,5.4874,22.69,-5.5032
0,5.5173,22.695,-5.4877
0,5.4395,22.715,-5.4271
0,5.4412,22.737,-5.3439
0,5.3683,22.748,-5.2995
0,5.4058,22.713,-5.2692
0,5.404,22.691,-5.3524
0,5.477,22.679,-5.3968
0,5.5366,22.66,-5.5524
0,5.5645,22.625,-5.4854
0,5.4749,22.612,-5.532
0,5.4746,22.711,-5.5581
0,5.5642,22.724,-5.5115
0,5.402,22.75,-5.4575
0,5.4784,22.783,-5.3353
0,5.3308,22.784,-5.3298
0,5.4432,22.677,-5.2388
0,5.3669,22.644,-5.361
0,5.5145,22.643,-5.3665
0,5.5651,22.647,-5.6034
0,5.6116,22.589,-5.4917
0,5.4623,22.567,-5.5695
0,5.4617,22.731,-5.613
0,5.611,22.753,-5.5352
0,5.3645,22.786,-5.4878
0,5.5156,22.829,-5.3267
0,5.2933,22.82,-5.3601
0,5.4807,22.641,-5.2085
0,5.3297,22.598,-5.3696
0,5.552,22.608,-5.3362
0,5.4761,22.688,-5.4439
0,5.4404,22.705,-5.3801
0,5.4048,22.722,-5.3162
0,5.3692,22.739,-5.2524
0,5.3336,22.756,-5.1886
0,5.2979,22.772,-5.1248
0,5.2623,22.789,-5.0609
0,5.2267,22.806,-4.9971
0,5.1911,22.823,-4.9333
0,5.1554,22.84,-4.8694
0,5.1198,22.856,-4.8056
0,5.0842,22.873,-4.7418
0,5.0486,22.89,-4.678
0,5.0103,22.912,-4.6284
0,5.0249,22.898,-4.6166
0,4.9695,22.938,-4.5932
0,5.0133,22.896,-4.5578
0,4.9286,22.964,-4.558
0,5.0016,22.895,-4.499
0,4.8878,22.99,-4.5228
0,4.99,22.893,-4.4401
0,5.5136,22.667,-5.4908
0,5.537,22.645,-5.4718
0,5.5624,22.618,-5.4392
0,5.5716,22.614,-5.4558
0,5.5819,22.595,-5.3994
0,5.6097,22.582,-5.4491
0,5.6252,22.787,-5.3605
0,5.6335,22.784,-5.3754
0,5.6089,22.794,-5.3778
0,5.6371,22.808,-5.3659
0,5.6468,22.779,-5.3526
0,5.6186,22.764,-5.3646
0,5.6074,22.798,-5.2703
0,5.5364,22.796,-5.2214
0,5.5361,22.831,-5.1427
0,5.4887,22.85,-5.1742
0,5.5596,22.852,-5.2231
0,5.5599,22.817,-5.3018
0,5.662,22.77,-5.4265
0,5.588,22.801,-5.4336
0,5.6727,22.845,-5.3978
0,5.7019,22.755,-5.3581
0,5.6171,22.712,-5.3939
0,5.6548,22.779,-5.2389
0,5.5133,22.741,-5.2198
0,5.5836,22.812,-5.1112
0,5.4412,22.869,-5.2056
0,5.5828,22.907,-5.2247
0,5.5125,22.835,-5.3333
0,5.6905,22.757,-5.4776
0,5.5671,22.808,-5.4894
0,5.7084,22.881,-5.4297
0,5.7569,22.732,-5.3636
0,5.6157,22.659,-5.4232
0,5.7023,22.76,-5.2074
0,5.4901,22.686,-5.2182
0,5.631,22.793,-5.0798
0,5.3938,22.888,-5.2371
0,5.6059,22.962,-5.2263
0,5.465,22.854,-5.3647
0,5.6015,22.799,-5.318
0,5.5658,22.815,-5.2542
0,5.5302,22.832,-5.1903
0,5.4946,22.849,-5.1265
0,5.459,22.866,-5.0627
0,5.4233,22.883,-4.9989
0,5.3877,22.899,-4.935
0,5.3521,22.916,-4.8712
0,5.3164,22.933,-4.8074
0,5.2808,22.95,-4.7436
0,5.2452,22.967,-4.6797
0,5.2096,22.983,-4.6159
0,5.1739,23,-4.5521
0,5.1522,23.011,-4.4905
0,5.1338,23.018,-4.5028
0,5.1445,23.016,-4.4312
0,5.089,23.038,-4.468
0,5.1367,23.021,-4.372
0,5.0443,23.058,-4.4332
0,5.1289,23.026,-4.3127
0,4.9996,23.078,-4.3985
0,5.6213,22.789,-5.3777
0,5.5916,22.8,-5.3974
0,5.549,22.818,-5.4143
0,5.5583,22.813,-5.4309
0,5.5034,22.837,-5.4219
0,5.5311,22.824,-5.4716
0,5.5984,22.593,-5.3182
0,5.6067,22.589,-5.3331
0,5.5835,22.603,-5.3355
0,5.6128,22.613,-5.3218
0,5.6185,22.581,-5.3104
0,5.5891,22.571,-5.324
0,5.5787,22.6,-5.2281
0,5.5064,22.604,-5.1813
0,5.5074,22.633,-5.1004
0,5.4637,22.66,-5.1318
0,5.536,22.656,-5.1785
0,5.5349,22.626,-5.2595
0,5.6352,22.576,-5.3842
0,5.5656,22.616,-5.3912
0,5.6536,22.646,-5.3502
0,5.6706,22.552,-5.3159
0,5.5826,22.521,-5.3569
0,5.6224,22.573,-5.1967
0,5.4768,22.551,-5.1841
0,5.5512,22.607,-5.069
0,5.4199,22.686,-5.1632
0,5.5655,22.708,-5.1758
0,5.4912,22.653,-5.2908
0,5.6637,22.562,-5.4352
0,5.5477,22.629,-5.447
0,5.6943,22.68,-5.3786
0,5.7227,22.523,-5.3214
0,5.576,22.472,-5.3898
0,5.6661,22.547,-5.1653
0,5.4472,22.499,-5.1869
0,5.5949,22.58,-5.0377
0,5.3762,22.713,-5.1946
0,5.5951,22.76,-5.173
0,5.4475,22.679,-5.3222
0,5.5746,22.604,-5.2757
0,5.539,22.621,-5.2119
0,5.5034,22.638,-5.148
0,5.4677,22.655,-5.0842
0,5.4321,22.672,-5.0204
0,5.3965,22.688,-4.9566
0,5.3608,22.705,-4.8927
0,5.3252,22.722,-4.8289
0,5.2896,22.739,-4.7651
0,5.254,22.756,-4.7013
0,5.2183,22.772,-4.6374
0,5.1827,22.789,-4.5736
0,5.1471,22.806,-4.5098
0,5.1247,22.815,-4.4482
0,5.1076,22.826,-4.4605
0,5.1154,22.817,-4.389
0,5.0643,22.848,-4.4256
0,5.1062,22.819,-4.3297
0,5.0211,22.871,-4.3908
0,5.097,22.822,-4.2705
0,4.9778,22.894,-4.356
0,5.5952,22.596,-5.3354
0,5.5679,22.612,-5.355
0,5.5282,22.636,-5.3719
0,5.5375,22.632,-5.3884
0,5.4854,22.661,-5.3794
0,5.5131,22.647,-5.4291
0,5.6972,22.77,-5.562
0,5.7055,22.766,-5.5769
0,5.6842,22.751,-5.5706
0,5.6855,22.784,-5.5786
0,5.7154,22.786,-5.5627
0,5.7141,22.753,-5.5547
0,5.6751,22.812,-5.4825
0,5.6378,22.787,-5.4087
0,5.6038,22.845,-5.3549
0,5.5649,22.801,-5.3649
0,5.6022,22.825,-5.4386
0,5.6362,22.767,-5.4925
0,5.734,22.752,-5.6279
0,5.6702,22.707,-5.6093
0,5.6741,22.806,-5.6331
0,5.7636,22.814,-5.5853
0,5.7597,22.715,-5.5614
0,5.714,22.856,-5.4725
0,5.6735,22.749,-5.3789
0,5.6427,22.89,-5.3449
0,5.526,22.756,-5.3748
0,5.5665,22.863,-5.4685
0,5.5973,22.722,-5.5025
0,5.7625,22.739,-5.679
0,5.6562,22.663,-5.6479
0,5.6626,22.828,-5.6877
0,5.8118,22.841,-5.6079
0,5.8054,22.677,-5.5682
0,5.7529,22.901,-5.4625
0,5.7092,22.711,-5.349
0,5.6817,22.934,-5.3349
0,5.4871,22.711,-5.3848
0,5.5308,22.901,-5.4984
0,5.5584,22.678,-5.5125
0,5.6734,22.781,-5.5194
0,5.6378,22.798,-5.4556
0,5.6022,22.814,-5.3918
0,5.5666,22.831,-5.3279
0,5.5309,22.848,-5.2641
0,5.4953,22.865,-5.2003
0,5.4597,22.882,-5.1365
0,5.4241,22.898,-5.0726
0,5.3884,22.915,-5.0088
0,5.3528,22.932,-4.945
0,5.3172,22.949,-4.8812
0,5.2815,22.966,-4.8173
0,5.2459,22.982,-4.7535
0,5.2226,23.006,-4.6961
0,5.2074,22.988,-4.7
0,5.2115,23.035,-4.6452
0,5.166,22.983,-4.6569
0,5.2004,23.065,-4.5943
0,5.1246,22.978,-4.6138
0,5.1893,23.095,-4.5434
0,5.0832,22.973,-4.5706
0,5.695,22.758,-5.5747
0,5.6707,22.73,-5.5809
0,5.6349,22.696,-5.5807
0,5.6442,22.692,-5.5972
0,5.5958,22.666,-5.5718
0,5.6236,22.653,-5.6215
0,5.573,22.664,-5.4235
0,5.5813,22.66,-5.4384
0,5.5888,22.683,-5.4261
0,5.5921,22.651,-5.4158
0,5.5624,22.643,-5.4303
0,5.5591,22.675,-5.4406
0,5.5149,22.659,-5.3517
0,5.4751,22.716,-5.3008
0,5.4437,22.693,-5.2241
0,5.4766,22.742,-5.2188
0,5.5164,22.685,-5.2697
0,5.5479,22.709,-5.3464
0,5.6098,22.647,-5.4895
0,5.6322,22.715,-5.4525
0,5.6422,22.618,-5.4216
0,5.5532,22.595,-5.4652
0,5.5432,22.692,-5.4961
0,5.482,22.609,-5.357
0,5.4339,22.746,-5.3318
0,5.4107,22.643,-5.2293
0,5.5096,22.792,-5.2135
0,5.5577,22.655,-5.2386
0,5.5808,22.759,-5.3412
0,5.6383,22.634,-5.5405
0,5.6757,22.747,-5.479
0,5.6923,22.586,-5.4274
0,5.5439,22.547,-5.5
0,5.5273,22.708,-5.5516
0,5.4491,22.559,-5.3622
0,5.3926,22.777,-5.3629
0,5.3778,22.593,-5.2346
0,5.5425,22.842,-5.2083
0,5.5989,22.624,-5.2076
0,5.6137,22.809,-5.3359
0,5.5492,22.675,-5.381
0,5.5136,22.692,-5.3172
0,5.478,22.709,-5.2533
0,5.4423,22.726,-5.1895
0,5.4067,22.743,-5.1257
0,5.3711,22.759,-5.0619
0,5.3355,22.776,-4.998
0,5.2998,22.793,-4.9342
0,5.2642,22.81,-4.8704
0,5.2286,22.827,-4.8066
0,5.193,22.843,-4.7427
0,5.1573,22.86,-4.6789
0,5.1217,22.877,-4.6151
0,5.0844,22.882,-4.5607
0,5.0972,22.901,-4.5586
0,5.0453,22.875,-4.5157
0,5.0838,22.933,-4.5095
0,5.0062,22.868,-4.4707
0,5.0703,22.965,-4.4605
0,4.9671,22.861,-4.4257
0,5.0569,22.997,-4.4114
0,5.5858,22.672,-5.4331
0,5.6064,22.703,-5.4298
0,5.6281,22.745,-5.4173
0,5.6373,22.741,-5.4339
0,5.6441,22.788,-5.3967
0,5.6719,22.775,-5.4464
0,5.5642,22.811,-5.4355
0,5.5725,22.808,-5.4504
0,5.5716,22.833,-5.4436
0,5.5873,22.808,-5.4281
0,5.5619,22.787,-5.4368
0,5.5462,22.813,-5.4523
0,5.5166,22.802,-5.3568
0,5.4613,22.851,-5.3124
0,5.4453,22.836,-5.2291
0,5.4574,22.894,-5.2377
0,5.5127,22.845,-5.2821
0,5.5286,22.86,-5.3653
0,5.601,22.794,-5.5015
0,5.5984,22.872,-5.4811
0,5.6455,22.795,-5.4344
0,5.5694,22.732,-5.4606
0,5.5222,22.81,-5.5072
0,5.5045,22.744,-5.3482
0,5.4099,22.857,-5.3427
0,5.4332,22.777,-5.2206
0,5.4695,22.952,-5.2462
0,5.5641,22.839,-5.2517
0,5.5407,22.918,-5.3739
0,5.6295,22.781,-5.5525
0,5.6251,22.91,-5.5186
0,5.7038,22.782,-5.4408
0,5.5768,22.678,-5.4844
0,5.4982,22.807,-5.5621
0,5.4924,22.686,-5.3397
0,5.3585,22.863,-5.373
0,5.4211,22.719,-5.212
0,5.4815,23.01,-5.2548
0,5.6155,22.832,-5.2214
0,5.5528,22.976,-5.3824
0,5.5404,22.823,-5.393
0,5.5048,22.839,-5.3291
0,5.4692,22.856,-5.2653
0,5.4335,22.873,-5.2015
0,5.3979,22.89,-5.1377
0,5.3623,22.907,-5.0738
0,5.3266,22.923,-5.01
0,5.291,22.94,-4.9462
0,5.2554,22.957,-4.8824
0,5.2198,22.974,-4.8185
0,5.1841,22.991,-4.7547
0,5.1485,23.007,-4.6909
0,5.1129,23.024,-4.6271
0,5.0796,23.027,-4.57
0,5.0843,23.05,-4.5733
0,5.0486,23.017,-4.5196
0,5.0628,23.085,-4.5296
0,5.0177,23.007,-4.4692
0,5.0412,23.12,-4.4859
0,4.9867,22.997,-4.4189
0,5.0197,23.155,-4.4422
0,5.5726,22.821,-5.4479
0,5.5802,22.857,-5.4533
0,5.5852,22.906,-5.4518
0,5.5945,22.901,-5.4684
0,5.5852,22.955,-5.4418
0,5.613,22.942,-5.4916
0,5.5429,22.844,-5.4223
0,5.5512,22.84,-5.4372
0,5.5308,22.824,-5.4303
0,5.5304,22.857,-5.4391
0,5.5602,22.861,-5.4236
0,5.5607,22.828,-5.4148
0,5.5197,22.887,-5.3437
0,5.4846,22.862,-5.2688
0,5.4485,22.92,-5.216
0,5.4117,22.874,-5.2243
0,5.4468,22.898,-5.2992
0,5.4829,22.84,-5.3519
0,5.5797,22.826,-5.4882
0,5.5184,22.778,-5.4675
0,5.5172,22.877,-5.4941
0,5.6068,22.89,-5.4477
0,5.608,22.792,-5.4211
0,5.5566,22.933,-5.3354
0,5.5225,22.827,-5.2384
0,5.4853,22.967,-5.2078
0,5.3749,22.827,-5.2326
0,5.4089,22.933,-5.3296
0,5.4461,22.793,-5.3602
0,5.6082,22.813,-5.5393
0,5.5061,22.733,-5.5048
0,5.504,22.897,-5.549
0,5.6533,22.92,-5.4717
0,5.6554,22.756,-5.4274
0,5.5934,22.98,-5.3271
0,5.5603,22.792,-5.208
0,5.5221,23.014,-5.1995
0,5.3381,22.78,-5.2408
0,5.3711,22.968,-5.36
0,5.4093,22.747,-5.3685
0,5.5191,22.855,-5.3797
0,5.4835,22.872,-5.3159
0,5.4479,22.888,-5.2521
0,5.4123,22.905,-5.1882
0,5.3766,22.922,-5.1244
0,5.341,22.939,-5.0606
0,5.3054,22.956,-4.9968
0,5.2698,22.972,-4.9329
0,5.2341,22.989,-4.8691
0,5.1985,23.006,-4.8053
0,5.1629,23.023,-4.7415
0,5.1272,23.04,-4.6776
0,5.0916,23.056,-4.6138
0,5.0678,23.08,-4.5568
0,5.0535,23.062,-4.56
0,5.0559,23.111,-4.5065
0,5.0129,23.056,-4.5162
0,5.044,23.141,-4.4563
0,4.9723,23.05,-4.4724
0,5.0321,23.172,-4.406
0,4.9318,23.045,-4.4286
0,5.5412,22.831,-5.4346
0,5.5182,22.802,-5.4398
0,5.4841,22.767,-5.4381
0,5.4933,22.763,-5.4547
0,5.4466,22.735,-5.4279
0,5.4743,22.722,-5.4776
0,5.5644,22.612,-5.621
0,5.5727,22.608,-5.6359
0,5.5855,22.625,-5.619
0,5.5773,22.592,-5.615
0,5.5486,22.597,-5.6323
0,5.5567,22.63,-5.6364
0,5.4998,22.615,-5.5548
0,5.4744,22.672,-5.4961
0,5.4286,22.648,-5.4272
0,5.4747,22.683,-5.4106
0,5.5001,22.625,-5.4693
0,5.5459,22.649,-5.5382
0,5.6012,22.595,-5.6869
0,5.6394,22.645,-5.6364
0,5.6151,22.546,-5.6242
0,5.5288,22.561,-5.6762
0,5.5532,22.66,-5.6884
0,5.4537,22.58,-5.5714
0,5.4486,22.719,-5.5229
0,5.3825,22.614,-5.4438
0,5.5207,22.717,-5.394
0,5.5259,22.578,-5.4425
0,5.592,22.684,-5.5216
0,5.6297,22.582,-5.738
0,5.6934,22.664,-5.6537
0,5.6528,22.501,-5.6334
0,5.5091,22.526,-5.7202
0,5.5497,22.689,-5.7405
0,5.4077,22.545,-5.588
0,5.4228,22.766,-5.5496
0,5.3364,22.579,-5.4604
0,5.5668,22.752,-5.3774
0,5.5516,22.531,-5.4158
0,5.6381,22.719,-5.505
0,5.5407,22.623,-5.5784
0,5.5051,22.64,-5.5146
0,5.4694,22.657,-5.4508
0,5.4338,22.674,-5.387
0,5.3982,22.691,-5.3231
0,5.3625,22.707,-5.2593
0,5.3269,22.724,-5.1955
0,5.2913,22.741,-5.1317
0,5.2557,22.758,-5.0678
0,5.22,22.775,-5.004
0,5.1844,22.791,-4.9402
0,5.1488,22.808,-4.8763
0,5.1132,22.825,-4.8125
0,5.0733,22.833,-4.7603
0,5.0912,22.846,-4.7539
0,5.0291,22.832,-4.7198
0,5.0829,22.872,-4.7004
0,4.9849,22.831,-4.6792
0,5.0746,22.898,-4.6469
0,4.9407,22.83,-4.6386
0,5.0663,22.924,-4.5934
0,5.58,22.617,-5.6282
0,5.6088,22.638,-5.6178
0,5.641,22.668,-5.5962
0,5.6503,22.664,-5.6128
0,5.6672,22.699,-5.5669
0,5.6949,22.686,-5.6166
0,5.5914,22.77,-5.8005
0,5.5998,22.766,-5.8154
0,5.5826,22.748,-5.806
0,5.5763,22.779,-5.8178
0,5.6055,22.79,-5.8044
0,5.6118,22.759,-5.7926
0,5.5641,22.816,-5.725
0,5.5365,22.794,-5.6465
0,5.4929,22.85,-5.5974
0,5.4644,22.797,-5.5994
0,5.492,22.819,-5.6779
0,5.5356,22.763,-5.7271
0,5.6283,22.753,-5.8665
0,5.5769,22.698,-5.8383
0,5.5578,22.791,-5.8735
0,5.6454,22.824,-5.8334
0,5.6645,22.731,-5.7981
0,5.5927,22.869,-5.723
0,5.5809,22.769,-5.615
0,5.5214,22.902,-5.5953
0,5.4358,22.744,-5.6015
0,5.4476,22.844,-5.7094
0,5.5071,22.711,-5.7291
0,5.6568,22.739,-5.9175
0,5.5712,22.647,-5.8705
0,5.5394,22.803,-5.9293
0,5.6853,22.858,-5.8624
0,5.7171,22.702,-5.8036
0,5.6212,22.922,-5.7209
0,5.6253,22.743,-5.5836
0,5.5499,22.955,-5.5933
0,5.4073,22.691,-5.6035
0,5.4032,22.87,-5.7408
0,5.4786,22.658,-5.7311
0,5.5677,22.781,-5.7579
0,5.5321,22.798,-5.6941
0,5.4964,22.815,-5.6303
0,5.4608,22.832,-5.5665
0,5.4252,22.848,-5.5026
0,5.3896,22.865,-5.4388
0,5.3539,22.882,-5.375
0,5.3183,22.899,-5.3112
0,5.2827,22.916,-5.2473
0,5.2471,22.932,-5.1835
0,5.2114,22.949,-5.1197
0,5.1758,22.966,-5.0559
0,5.1402,22.983,-4.992
0,5.1148,23.008,-4.9362
0,5.1037,22.987,-4.937
0,5.0996,23.041,-4.8884
0,5.0663,22.979,-4.8908
0,5.0845,23.073,-4.8406
0,5.029,22.971,-4.8445
0,5.0694,23.106,-4.7927
0,4.9916,22.963,-4.7983
0,5.5914,22.756,-5.8116
0,5.5736,22.723,-5.8128
0,5.5462,22.683,-5.8062
0,5.5554,22.679,-5.8228
0,5.515,22.647,-5.7912
0,5.5428,22.634,-5.8409
0,5.7034,22.813,-5.4372
0,5.7117,22.809,-5.4521
0,5.7109,22.835,-5.4454
0,5.7266,22.809,-5.4298
0,5.7012,22.789,-5.4385
0,5.6855,22.814,-5.4541
0,5.6558,22.804,-5.3585
0,5.6005,22.853,-5.3141
0,5.5846,22.837,-5.2308
0,5.5967,22.895,-5.2394
0,5.6519,22.846,-5.2838
0,5.6679,22.862,-5.3671
0,5.7403,22.796,-5.5032
0,5.7376,22.874,-5.4828
0,5.7848,22.796,-5.4362
0,5.7087,22.734,-5.4623
0,5.6615,22.811,-5.509
0,5.6438,22.745,-5.3499
0,5.5491,22.859,-5.3444
0,5.5725,22.779,-5.2223
0,5.6087,22.953,-5.248
0,5.7033,22.84,-5.2535
0,5.68,22.92,-5.3756
0,5.7688,22.782,-5.5543
0,5.7644,22.912,-5.5203
0,5.8431,22.783,-5.4426
0,5.7161,22.679,-5.4861
0,5.6374,22.808,-5.5638
0,5.6317,22.687,-5.3414
0,5.4977,22.865,-5.3748
0,5.5605,22.721,-5.2137
0,5.6208,23.012,-5.2565
0,5.7548,22.834,-5.2232
0,5.692,22.978,-5.3842
0,5.6797,22.824,-5.3947
0,5.6441,22.841,-5.3309
0,5.6084,22.858,-5.267
0,5.5728,22.875,-5.2032
0,5.5372,22.891,-5.1394
0,5.5016,22.908,-5.0756
0,5.4659,22.925,-5.0117
0,5.4303,22.942,-4.9479
0,5.3947,22.959,-4.8841
0,5.359,22.975,-4.8203
0,5.3234,22.992,-4.7564
0,5.2878,23.009,-4.6926
0,5.2522,23.026,-4.6288
0,5.2189,23.029,-4.5717
0,5.2236,23.052,-4.575
0,5.1879,23.019,-4.5213
