"position","Points:0","Points:1","Points:2"
0,4.9049,22.925,-4.7335
0,5.0005,23.025,-4.6653
0,4.985,22.951,-4.6546
0,4.9354,23.033,-4.7038
0,4.9494,22.997,-4.6598
0,4.891,22.949,-4.6799
0,4.877,22.985,-4.7239
0,4.9266,22.903,-4.6747
0,4.8615,22.911,-4.7131
0,5.0108,23.054,-4.6264
0,4.985,22.931,-4.6085
0,4.9023,23.068,-4.6906
0,4.9256,23.008,-4.6173
0,4.8673,22.96,-4.6374
0,4.8439,23.02,-4.7106
0,4.9266,22.884,-4.6286
0,4.8181,22.897,-4.6927
0,5.0839,22.896,-4.9631
0,5.1017,22.887,-4.995
0,5.1172,22.871,-5.0384
0,5.1245,22.849,-5.0826
0,5.1318,22.883,-5.0334
0,5.1683,22.884,-5.0676
0,5.2885,22.783,-5.0371
0,5.3049,22.772,-5.0222
0,5.2748,22.762,-5.0365
0,5.2998,22.804,-5.0336
0,5.2698,22.795,-5.0478
0,5.2967,22.766,-5.0429
0,5.3075,22.784,-5.0416
0,5.2923,22.794,-5.0527
0,5.2814,22.776,-5.0539
0,5.2649,22.772,-4.98
0,5.2829,22.803,-4.9779
0,5.2576,22.819,-4.9964
0,5.2395,22.789,-4.9985
0,5.3448,22.747,-5.0052
0,5.2546,22.718,-5.0479
0,5.3296,22.844,-5.0392
0,5.2394,22.815,-5.0819
0,5.32,22.729,-5.0671
0,5.3525,22.784,-5.0633
0,5.3069,22.813,-5.0965
0,5.2744,22.758,-5.1003
0,5.2722,22.726,-4.9637
0,5.3263,22.817,-4.9574
0,5.2503,22.866,-5.0127
0,5.1961,22.775,-5.019
0,5.3846,22.722,-4.9881
0,5.2343,22.674,-5.0593
0,5.3594,22.884,-5.0448
0,5.209,22.836,-5.1159
0,5.3434,22.692,-5.0913
0,5.3975,22.783,-5.085
0,5.3215,22.832,-5.1404
0,5.2674,22.741,-5.1467
0,5.2795,22.679,-4.9473
0,5.3697,22.831,-4.9369
0,5.243,22.912,-5.0291
0,5.1527,22.761,-5.0396
0,5.2731,22.79,-5.0095
0,5.2493,22.801,-4.9669
0,5.2256,22.812,-4.9244
0,5.2042,22.814,-4.8803
0,5.2014,22.832,-4.8867
0,5.1852,22.806,-4.8348
0,5.1766,22.861,-4.8539
0,5.17,22.79,-4.7913
0,5.1518,22.801,-4.8045
0,5.1829,22.811,-4.7898
0,5.1638,22.808,-4.7907
0,5.1524,22.881,-4.8162
0,5.1716,22.884,-4.8153
0,5.1404,22.874,-4.83
0,5.1534,22.896,-4.8285
0,5.1587,22.764,-4.7499
0,5.1041,22.799,-4.7896
0,5.1975,22.829,-4.7454
0,5.14,22.819,-4.7482
0,5.1286,22.892,-4.7736
0,5.1861,22.902,-4.7709
0,5.0928,22.872,-4.8151
0,5.1316,22.937,-4.8106
0,5.1474,22.738,-4.7085
0,5.0565,22.797,-4.7747
0,5.2121,22.847,-4.701
0,5.1163,22.83,-4.7056
0,5.1049,22.903,-4.7311
0,5.2007,22.92,-4.7265
0,5.0451,22.869,-4.8002
0,5.1098,22.978,-4.7927
0,5.298,22.778,-5.0542
0,5.3158,22.77,-5.0861
0,5.3372,22.768,-5.1301
0,5.3563,22.776,-5.1757
0,5.3401,22.75,-5.1238
0,5.3648,22.722,-5.1566
0,5.4272,22.923,-4.8616
0,5.4286,22.901,-4.8519
0,5.4046,22.918,-4.8698
0,5.4474,22.929,-4.849
0,5.4234,22.947,-4.867
0,5.425,22.908,-4.8734
0,5.4435,22.913,-4.8644
0,5.4412,22.933,-4.8709
0,5.4227,22.928,-4.88
0,5.3863,22.915,-4.8147
0,5.4172,22.923,-4.7997
0,5.4134,22.957,-4.8105
0,5.3825,22.949,-4.8256
0,5.4385,22.852,-4.8453
0,5.3665,22.904,-4.8992
0,5.4949,22.939,-4.8367
0,5.4229,22.991,-4.8906
0,5.4277,22.874,-4.91
0,5.4833,22.889,-4.8829
0,5.4765,22.949,-4.9025
0,5.4209,22.934,-4.9296
0,5.3591,22.873,-4.8189
0,5.4518,22.898,-4.7737
0,5.4406,22.999,-4.8064
0,5.3479,22.974,-4.8515
0,5.4485,22.803,-4.8387
0,5.3285,22.89,-4.9286
0,5.5425,22.948,-4.8243
0,5.4225,23.035,-4.9142
0,5.4304,22.84,-4.9465
0,5.5231,22.865,-4.9014
0,5.5118,22.965,-4.934
0,5.4192,22.94,-4.9792
0,5.332,22.832,-4.823
0,5.4864,22.873,-4.7478
0,5.4677,23.04,-4.8022
0,5.3133,22.999,-4.8774
0,5.4117,22.93,-4.8339
0,5.388,22.942,-4.7913
0,5.3642,22.953,-4.7488
0,5.3361,22.955,-4.7087
0,5.3467,22.972,-4.7071
0,5.3037,22.949,-4.6712
0,5.3354,22.998,-4.6663
0,5.2695,22.935,-4.639
0,5.2668,22.959,-4.6469
0,5.2916,22.941,-4.6283
0,5.2756,22.952,-4.6311
0,5.3179,23.017,-4.6246
0,5.3339,23.006,-4.6218
0,5.309,23.024,-4.6404
0,5.3312,23.03,-4.6296
0,5.2334,22.913,-4.6124
0,5.2254,22.985,-4.6358
0,5.2999,22.931,-4.58
0,5.2518,22.963,-4.5885
0,5.2941,23.028,-4.5821
0,5.3422,22.996,-4.5735
0,5.2677,23.05,-4.6293
0,5.3341,23.068,-4.597
0,5.1974,22.891,-4.5857
0,5.184,23.011,-4.6248
0,5.3082,22.921,-4.5318
0,5.2281,22.974,-4.546
0,5.2704,23.04,-4.5395
0,5.3505,22.986,-4.5253
0,5.2263,23.076,-4.6183
0,5.337,23.106,-4.5643
0,5.4367,22.919,-4.8786
0,5.4545,22.91,-4.9105
0,5.4826,22.908,-4.9506
0,5.515,22.914,-4.9881
0,5.472,22.891,-4.9522
0,5.4833,22.865,-4.993
0,5.3447,22.938,-5.0158
0,5.3395,22.914,-5.0096
0,5.3223,22.94,-5.0258
0,5.3647,22.937,-5.0014
0,5.3474,22.962,-5.0177
0,5.3397,22.925,-5.0299
0,5.358,22.924,-5.0194
0,5.3615,22.945,-5.0229
0,5.3431,22.946,-5.0334
0,5.2992,22.934,-4.9727
0,5.3298,22.932,-4.9551
0,5.3355,22.967,-4.9609
0,5.3049,22.969,-4.9786
0,5.3363,22.865,-5.01
0,5.2847,22.94,-5.0588
0,5.4118,22.932,-4.9855
0,5.3601,23.008,-5.0343
0,5.3369,22.897,-5.071
0,5.392,22.893,-5.0393
0,5.4023,22.955,-5.0498
0,5.3472,22.959,-5.0816
0,5.2629,22.902,-4.9845
0,5.3546,22.896,-4.9316
0,5.3718,22.999,-4.9492
0,5.2801,23.005,-5.002
0,5.3331,22.815,-5.0104
0,5.247,22.941,-5.0917
0,5.4589,22.927,-4.9696
0,5.3728,23.053,-5.0509
0,5.3341,22.869,-5.1121
0,5.4259,22.862,-5.0593
0,5.4431,22.965,-5.0768
0,5.3513,22.972,-5.1297
0,5.2266,22.87,-4.9963
0,5.3795,22.859,-4.9081
0,5.4081,23.031,-4.9374
0,5.2552,23.042,-5.0255
0,5.3292,22.945,-4.9881
0,5.3055,22.956,-4.9456
0,5.2817,22.967,-4.903
0,5.2518,22.972,-4.8644
0,5.266,22.984,-4.8598
0,5.2158,22.97,-4.8298
0,5.2582,23.007,-4.8161
0,5.1765,22.961,-4.8019
0,5.1806,22.985,-4.8061
0,5.1984,22.959,-4.7893
0,5.1859,22.974,-4.7912
0,5.2425,23.024,-4.7729
0,5.255,23.01,-4.7709
0,5.2372,23.036,-4.7878
0,5.2591,23.034,-4.7751
0,5.1339,22.945,-4.7807
0,5.1462,23.019,-4.7933
0,5.1997,22.941,-4.7428
0,5.1622,22.985,-4.7487
0,5.2187,23.036,-4.7303
0,5.2563,22.991,-4.7244
0,5.2028,23.07,-4.775
0,5.2686,23.065,-4.737
0,5.0913,22.93,-4.7595
0,5.1119,23.053,-4.7805
0,5.201,22.923,-4.6963
0,5.1384,22.996,-4.7061
0,5.195,23.047,-4.6878
0,5.2576,22.973,-4.678
0,5.1684,23.104,-4.7622
0,5.2781,23.096,-4.699
0,5.3542,22.933,-5.0328
0,5.372,22.925,-5.0647
0,5.4019,22.92,-5.1033
0,5.4379,22.923,-5.1379
0,5.3877,22.908,-5.1079
0,5.3954,22.885,-5.1516
0,5.1787,22.943,-4.8134
0,5.1564,22.936,-4.821
0,5.1731,22.967,-4.8196
0,5.1819,22.921,-4.8028
0,5.1986,22.952,-4.8015
0,5.1736,22.947,-4.8319
0,5.1774,22.928,-4.8246
0,5.1957,22.934,-4.8161
0,5.1919,22.954,-4.8234
0,5.133,22.967,-4.7775
0,5.1393,22.934,-4.7654
0,5.1698,22.946,-4.7513
0,5.1634,22.978,-4.7635
0,5.119,22.919,-4.849
0,5.169,23.01,-4.8449
0,5.1955,22.874,-4.7945
0,5.2456,22.965,-4.7905
0,5.1705,22.951,-4.8816
0,5.182,22.892,-4.8598
0,5.2368,22.912,-4.8345
0,5.2253,22.971,-4.8563
0,5.0962,22.988,-4.8037
0,5.1152,22.891,-4.7673
0,5.2066,22.924,-4.7251
0,5.1875,23.022,-4.7615
0,5.0815,22.901,-4.877
0,5.165,23.052,-4.8703
0,5.209,22.827,-4.7862
0,5.2925,22.978,-4.7796
0,5.1674,22.955,-4.9314
0,5.1865,22.857,-4.895
0,5.2779,22.891,-4.8528
0,5.2588,22.988,-4.8892
0,5.0593,23.01,-4.8299
0,5.0912,22.847,-4.7693
0,5.2434,22.903,-4.699
0,5.2116,23.066,-4.7596
0,5.1633,22.951,-4.7857
0,5.1395,22.962,-4.7432
0,5.1158,22.973,-4.7006
0,5.0858,22.988,-4.6648
0,5.1001,22.98,-4.6546
0,5.0496,23.007,-4.6358
0,5.0926,22.982,-4.6052
0,5.01,23.028,-4.6159
0,5.0318,23.036,-4.6058
0,5.0145,23.004,-4.6072
0,5.0196,23.022,-4.6001
0,5.0769,22.988,-4.5593
0,5.0719,22.971,-4.5664
0,5.0892,23.002,-4.565
0,5.0937,22.979,-4.5563
0,4.967,23.051,-4.605
0,5.0326,23.075,-4.5748
0,4.9807,22.981,-4.5789
0,4.9958,23.033,-4.5575
0,5.0532,22.999,-4.5167
0,5.0381,22.947,-4.5382
0,5.0899,23.041,-4.534
0,5.1036,22.971,-4.5079
0,4.9241,23.074,-4.5942
0,5.0333,23.114,-4.5438
0,4.9469,22.957,-4.5507
0,4.9721,23.044,-4.515
0,5.0294,23.011,-4.4742
0,5.0042,22.924,-4.5099
0,5.0906,23.081,-4.503
0,5.1135,22.964,-4.4595
0,5.1882,22.939,-4.8304
0,5.206,22.931,-4.8623
0,5.236,22.916,-4.8981
0,5.2722,22.897,-4.9271
0,5.2217,22.924,-4.9083
0,5.2292,22.922,-4.9577
0,5.1874,22.794,-5.044
0,5.2043,22.784,-5.029
0,5.1744,22.773,-5.0428
0,5.198,22.816,-5.0409
0,5.1682,22.805,-5.0547
0,5.196,22.778,-5.0495
0,5.2063,22.796,-5.0487
0,5.1907,22.805,-5.0598
0,5.1804,22.787,-5.0606
0,5.1646,22.784,-4.9865
0,5.1816,22.815,-4.9851
0,5.1556,22.83,-5.0036
0,5.1386,22.799,-5.005
0,5.2451,22.761,-5.0119
0,5.1555,22.728,-5.0532
0,5.2264,22.857,-5.0475
0,5.1369,22.824,-5.0889
0,5.2204,22.741,-5.0732
0,5.2511,22.797,-5.0708
0,5.2043,22.824,-5.1041
0,5.1736,22.768,-5.1066
0,5.1736,22.738,-4.9693
0,5.2247,22.831,-4.9652
0,5.1466,22.876,-5.0208
0,5.0955,22.783,-5.0249
0,5.2859,22.738,-4.9947
0,5.1367,22.683,-5.0636
0,5.2548,22.897,-5.0541
0,5.1056,22.843,-5.123
0,5.2448,22.704,-5.097
0,5.296,22.797,-5.0929
0,5.2179,22.843,-5.1484
0,5.1667,22.75,-5.1525
0,5.1825,22.692,-4.9522
0,5.2678,22.847,-4.9453
0,5.1376,22.922,-5.0379
0,5.0524,22.768,-5.0448
0,5.172,22.801,-5.0163
0,5.1482,22.813,-4.9738
0,5.1245,22.824,-4.9312
0,5.1034,22.826,-4.887
0,5.0999,22.844,-4.8937
0,5.085,22.818,-4.8412
0,5.0745,22.872,-4.8612
0,5.0708,22.802,-4.7972
0,5.0521,22.812,-4.8105
0,5.083,22.824,-4.7963
0,5.064,22.82,-4.7969
0,5.05,22.892,-4.8236
0,5.069,22.896,-4.823
0,5.0381,22.884,-4.8372
0,5.0504,22.906,-4.8362
0,5.0607,22.776,-4.7553
0,5.0047,22.809,-4.7952
0,5.0974,22.843,-4.7523
0,5.0402,22.831,-4.7544
0,5.0262,22.903,-4.7811
0,5.0834,22.915,-4.7791
0,4.9907,22.881,-4.8219
0,5.0274,22.947,-4.8189
0,5.0506,22.751,-4.7134
0,4.9572,22.805,-4.7798
0,5.1117,22.862,-4.7084
0,5.0165,22.842,-4.7118
0,5.0025,22.914,-4.7385
0,5.0977,22.934,-4.7351
0,4.9432,22.877,-4.8065
0,5.0044,22.988,-4.8016
0,5.1969,22.79,-5.061
0,5.2147,22.781,-5.0929
0,5.2358,22.78,-5.1371
0,5.2542,22.787,-5.183
0,5.2393,22.762,-5.1305
0,5.2647,22.733,-5.163
0,5.3352,22.797,-5.034
0,5.3125,22.797,-5.0436
0,5.3359,22.821,-5.037
0,5.3321,22.774,-5.0266
0,5.3554,22.798,-5.0201
0,5.3326,22.804,-5.0519
0,5.331,22.783,-5.0474
0,5.3496,22.784,-5.0372
0,5.3512,22.805,-5.0418
0,5.2937,22.826,-4.9973
0,5.291,22.792,-4.9898
0,5.322,22.793,-4.9728
0,5.3247,22.828,-4.9803
0,5.2743,22.793,-5.0756
0,5.3445,22.867,-5.0559
0,5.333,22.724,-5.0247
0,5.4031,22.798,-5.005
0,5.3347,22.815,-5.1007
0,5.3297,22.753,-5.0872
0,5.3855,22.755,-5.0566
0,5.3905,22.817,-5.0701
0,5.2655,22.86,-5.0218
0,5.2572,22.756,-4.9992
0,5.3502,22.76,-4.9483
0,5.3585,22.863,-4.9708
0,5.2361,22.789,-5.1077
0,5.3531,22.912,-5.0749
0,5.3339,22.674,-5.0228
0,5.4508,22.797,-4.99
0,5.3368,22.826,-5.1494
0,5.3285,22.723,-5.1269
0,5.4214,22.726,-5.0759
0,5.4297,22.83,-5.0985
0,5.2373,22.893,-5.0462
0,5.2234,22.721,-5.0087
0,5.3784,22.727,-4.9238
0,5.3923,22.899,-4.9613
0,5.3197,22.804,-5.0063
0,5.296,22.815,-4.9637
0,5.2722,22.827,-4.9212
0,5.2439,22.844,-4.8851
0,5.2549,22.831,-4.8756
0,5.2111,22.867,-4.8554
0,5.244,22.828,-4.8268
0,5.1762,22.895,-4.8346
0,5.1985,22.895,-4.8224
0,5.1742,22.87,-4.8292
0,5.1827,22.884,-4.8193
0,5.2267,22.833,-4.7812
0,5.2182,22.818,-4.791
0,5.2424,22.844,-4.7842
0,5.2404,22.819,-4.7789
0,5.1394,22.926,-4.8225
0,5.2061,22.929,-4.786
0,5.1335,22.852,-4.8063
0,5.159,22.896,-4.7768
0,5.2029,22.844,-4.7386
0,5.1774,22.8,-4.7682
0,5.2501,22.877,-4.7478
0,5.2441,22.803,-4.7316
0,5.1027,22.958,-4.8104
0,5.2138,22.962,-4.7495
0,5.0927,22.834,-4.7835
0,5.1352,22.907,-4.7342
0,5.1792,22.855,-4.6961
0,5.1366,22.783,-4.7453
0,5.2577,22.91,-4.7114
0,5.2478,22.787,-4.6844
0,5.3447,22.793,-5.051
0,5.3625,22.784,-5.0829
0,5.3908,22.767,-5.119
0,5.4236,22.744,-5.1486
0,5.3798,22.78,-5.1285
0,5.3907,22.782,-5.1773
0,5.316,22.676,-5.0044
0,5.2968,22.661,-5.0082
0,5.3029,22.694,-5.0137
0,5.3267,22.658,-4.9909
0,5.3328,22.692,-4.9963
0,5.309,22.674,-5.0226
0,5.3193,22.658,-5.0127
0,5.3349,22.672,-5.0075
0,5.3246,22.687,-5.0174
0,5.2671,22.69,-4.968
0,5.2843,22.664,-4.9515
0,5.3102,22.687,-4.9429
0,5.2931,22.713,-4.9594
0,5.2656,22.627,-5.0286
0,5.2839,22.728,-5.045
0,5.3552,22.62,-4.9766
0,5.3735,22.721,-4.9929
0,5.3021,22.667,-5.0716
0,5.333,22.62,-5.042
0,5.3797,22.661,-5.0265
0,5.3488,22.708,-5.0562
0,5.224,22.694,-4.993
0,5.2755,22.616,-4.9437
0,5.3533,22.683,-4.9179
0,5.3019,22.761,-4.9673
0,5.2344,22.594,-5.0491
0,5.2649,22.762,-5.0763
0,5.3837,22.581,-4.9623
0,5.4142,22.749,-4.9895
0,5.2953,22.661,-5.1207
0,5.3467,22.582,-5.0713
0,5.4246,22.649,-5.0455
0,5.3731,22.728,-5.0949
0,5.1809,22.698,-5.0181
0,5.2666,22.567,-4.9358
0,5.3964,22.679,-4.8928
0,5.3107,22.81,-4.9751
0,5.3005,22.683,-4.9767
0,5.2768,22.694,-4.9342
0,5.253,22.705,-4.8916
0,5.2218,22.717,-4.8557
0,5.2386,22.715,-4.8459
0,5.1832,22.729,-4.8262
0,5.2335,22.724,-4.7969
0,5.1401,22.74,-4.8057
0,5.1587,22.756,-4.7995
0,5.1524,22.721,-4.7939
0,5.152,22.74,-4.7902
0,5.2191,22.734,-4.7512
0,5.2196,22.715,-4.7548
0,5.2259,22.75,-4.7605
0,5.2382,22.731,-4.7487
0,5.0926,22.75,-4.794
0,5.1485,22.799,-4.7755
0,5.1295,22.694,-4.7586
0,5.1282,22.751,-4.7477
0,5.1954,22.745,-4.7086
0,5.1967,22.688,-4.7195
0,5.2156,22.793,-4.7365
0,5.2526,22.736,-4.7011
0,5.0452,22.761,-4.7823
0,5.1383,22.841,-4.7515
0,5.1067,22.667,-4.7233
0,5.1045,22.763,-4.7051
0,5.1716,22.757,-4.6661
0,5.1738,22.661,-4.6843
0,5.2054,22.835,-4.7125
0,5.2669,22.741,-4.6534
0,5.3255,22.671,-5.0214
0,5.3433,22.663,-5.0533
0,5.3745,22.651,-5.0893
0,5.4132,22.64,-5.1188
0,5.3577,22.653,-5.0991
0,5.3628,22.644,-5.148
0,5.3099,22.747,-4.9299
0,5.3173,22.727,-4.9176
0,5.2889,22.735,-4.9356
0,5.3285,22.76,-4.92
0,5.3001,22.768,-4.938
0,5.311,22.73,-4.9395
0,5.3281,22.741,-4.9327
0,5.3207,22.758,-4.9416
0,5.3035,22.748,-4.9484
0,5.2745,22.736,-4.8793
0,5.303,22.754,-4.868
0,5.2906,22.784,-4.8827
0,5.2621,22.766,-4.894
0,5.3392,22.684,-4.9057
0,5.2541,22.709,-4.9598
0,5.3728,22.782,-4.9128
0,5.2877,22.807,-4.9669
0,5.3203,22.693,-4.9715
0,5.3717,22.724,-4.9512
0,5.3494,22.778,-4.9777
0,5.298,22.746,-4.998
0,5.2583,22.689,-4.8759
0,5.344,22.742,-4.8419
0,5.3068,22.831,-4.8861
0,5.2212,22.778,-4.92
0,5.3611,22.64,-4.8938
0,5.2193,22.682,-4.984
0,5.4171,22.804,-4.9056
0,5.2753,22.846,-4.9958
0,5.3296,22.656,-5.0035
0,5.4152,22.708,-4.9696
0,5.3781,22.797,-5.0137
0,5.2924,22.745,-5.0477
0,5.2422,22.642,-4.8725
0,5.3849,22.73,-4.8159
0,5.323,22.878,-4.8895
0,5.1803,22.79,-4.9461
0,5.2944,22.754,-4.9023
0,5.2707,22.766,-4.8597
0,5.2469,22.777,-4.8172
0,5.221,22.778,-4.7756
0,5.2273,22.797,-4.777
0,5.1928,22.77,-4.7351
0,5.2117,22.825,-4.7391
0,5.1647,22.753,-4.6988
0,5.1558,22.774,-4.7094
0,5.1851,22.766,-4.6907
0,5.1669,22.772,-4.6936
0,5.192,22.845,-4.6989
0,5.2103,22.839,-4.696
0,5.1809,22.848,-4.7147
0,5.2014,22.861,-4.7065
0,5.1365,22.727,-4.6667
0,5.1099,22.791,-4.6984
0,5.1979,22.765,-4.6424
0,5.1431,22.783,-4.651
0,5.1683,22.856,-4.6563
0,5.2231,22.838,-4.6477
0,5.135,22.864,-4.7037
0,5.1965,22.902,-4.6793
0,5.1084,22.701,-4.6347
0,5.064,22.807,-4.6874
0,5.2108,22.764,-4.5941
0,5.1193,22.794,-4.6085
0,5.1445,22.868,-4.6138
0,5.2359,22.837,-4.5993
0,5.0891,22.881,-4.6927
0,5.1915,22.944,-4.6521
0,5.3194,22.743,-4.9469
0,5.3372,22.734,-4.9789
0,5.3632,22.733,-5.0204
0,5.3913,22.741,-5.0609
0,5.3569,22.714,-5.0191
0,5.3724,22.686,-5.0569
0,5.3215,22.952,-4.7544
0,5.3306,22.933,-4.7414
0,5.3014,22.938,-4.7592
0,5.3393,22.966,-4.7453
0,5.3101,22.972,-4.7631
0,5.3237,22.934,-4.7633
0,5.3401,22.946,-4.7573
0,5.3313,22.963,-4.7667
0,5.3148,22.951,-4.7727
0,5.2879,22.94,-4.7026
0,5.3153,22.96,-4.6926
0,5.3005,22.988,-4.7082
0,5.2732,22.968,-4.7183
0,5.3558,22.892,-4.7283
0,5.2682,22.908,-4.7816
0,5.382,22.991,-4.7399
0,5.2944,23.008,-4.7932
0,5.3351,22.897,-4.794
0,5.3844,22.933,-4.776
0,5.3578,22.983,-4.8041
0,5.3085,22.947,-4.8221
0,5.2753,22.892,-4.697
0,5.3575,22.952,-4.667
0,5.3131,23.037,-4.7138
0,5.231,22.977,-4.7439
0,5.381,22.85,-4.7151
0,5.235,22.878,-4.804
0,5.4247,23.017,-4.7345
0,5.2787,23.045,-4.8234
0,5.3466,22.859,-4.8247
0,5.4287,22.919,-4.7946
0,5.3844,23.003,-4.8415
0,5.3023,22.943,-4.8716
0,5.2627,22.844,-4.6914
0,5.3996,22.944,-4.6413
0,5.3258,23.085,-4.7194
0,5.1889,22.985,-4.7696
0,5.3061,22.959,-4.7267
0,5.2824,22.97,-4.6842
0,5.2586,22.981,-4.6416
0,5.2333,22.983,-4.5996
0,5.2382,23.001,-4.6018
0,5.2066,22.974,-4.5583
0,5.2213,23.03,-4.5648
0,5.1804,22.957,-4.5207
0,5.1698,22.977,-4.532
0,5.2,22.971,-4.5136
0,5.1813,22.976,-4.5163
0,5.2009,23.05,-4.525
0,5.2196,23.046,-4.5223
0,5.1894,23.052,-4.5407
0,5.209,23.066,-4.5335
0,5.1548,22.93,-4.4871
0,5.123,22.99,-4.5207
0,5.2137,22.973,-4.4655
0,5.1575,22.987,-4.4738
0,5.1772,23.062,-4.4825
0,5.2333,23.048,-4.4742
0,5.1426,23.065,-4.5294
0,5.2015,23.108,-4.5079
0,5.1292,22.903,-4.4534
0,5.0762,23.004,-4.5095
0,5.2274,22.975,-4.4175
0,5.1338,22.998,-4.4312
0,5.1534,23.073,-4.4399
0,5.247,23.05,-4.4262
0,5.0958,23.079,-4.5182
0,5.194,23.151,-4.4823
0,5.331,22.947,-4.7714
0,5.3489,22.939,-4.8033
0,5.3741,22.937,-4.8453
0,5.4009,22.946,-4.8866
0,5.3692,22.919,-4.8431
0,5.3862,22.89,-4.8801
0,5.165,22.904,-4.9559
0,5.1467,22.917,-4.9665
0,5.1769,22.926,-4.9519
0,5.1508,22.884,-4.9556
0,5.181,22.893,-4.941
0,5.1692,22.916,-4.9712
0,5.1579,22.898,-4.9728
0,5.1727,22.887,-4.9618
0,5.184,22.905,-4.9602
0,5.1348,22.941,-4.9148
0,5.1159,22.911,-4.9175
0,5.1406,22.894,-4.8991
0,5.1595,22.924,-4.8964
0,5.1172,22.939,-5.0004
0,5.2078,22.965,-4.9567
0,5.1294,22.841,-4.9679
0,5.22,22.867,-4.9241
0,5.1847,22.935,-5.0147
0,5.1507,22.881,-5.0195
0,5.1952,22.85,-4.9865
0,5.2292,22.904,-4.9816
0,5.1289,22.988,-4.9305
0,5.0723,22.899,-4.9386
0,5.1465,22.847,-4.8835
0,5.2031,22.936,-4.8753
0,5.0877,22.961,-5.0344
0,5.2387,23.004,-4.9614
0,5.108,22.797,-4.9801
0,5.259,22.84,-4.9071
0,5.2002,22.954,-5.0581
0,5.1436,22.865,-5.0662
0,5.2178,22.813,-5.0111
0,5.2744,22.902,-5.003
0,5.1231,23.035,-4.9461
0,5.0287,22.886,-4.9596
0,5.1524,22.8,-4.8678
0,5.2467,22.948,-4.8543
0,5.1496,22.912,-4.9282
0,5.1258,22.923,-4.8857
0,5.1021,22.934,-4.8431
0,5.0781,22.954,-4.8053
0,5.0804,22.936,-4.7992
0,5.054,22.983,-4.7722
0,5.0608,22.928,-4.7539
0,5.0315,23.018,-4.7465
0,5.0493,23.005,-4.7333
0,5.018,22.996,-4.7484
0,5.03,23.003,-4.7344
0,5.0391,22.929,-4.71
0,5.0271,22.923,-4.724
0,5.0584,22.932,-4.7089
0,5.0448,22.911,-4.7108
0,5.0108,23.059,-4.7281
0,5.064,23.022,-4.6885
0,4.9701,22.995,-4.7339
0,5.0063,23.014,-4.6918
0,5.0154,22.94,-4.6674
0,4.9793,22.922,-4.7095
0,5.0731,22.949,-4.6641
0,5.0325,22.885,-4.6699
0,4.99,23.101,-4.7097
0,5.0787,23.039,-4.6438
0,4.9223,22.994,-4.7193
0,4.9825,23.025,-4.6493
0,4.9916,22.952,-4.6249
0,4.9314,22.921,-4.6949
0,5.0879,22.965,-4.6194
0,5.0202,22.859,-4.6291
0,5.1745,22.9,-4.9729
0,5.1923,22.892,-5.0048
0,5.2163,22.872,-5.0426
0,5.2404,22.843,-5.0757
0,5.214,22.89,-5.0487
0,5.2336,22.898,-5.094
0,5.3787,22.997,-4.9242
0,5.3739,23.02,-4.9301
0,5.3988,23.004,-4.912
0,5.3563,22.991,-4.9322
0,5.3811,22.975,-4.9141
0,5.3923,23.007,-4.934
0,5.3739,23.001,-4.9427
0,5.377,22.981,-4.9357
0,5.3954,22.987,-4.927
0,5.3641,23.031,-4.8738
0,5.3335,23.021,-4.8883
0,5.3386,22.988,-4.8768
0,5.3693,22.998,-4.8622
0,5.3715,23.064,-4.9547
0,5.446,23.016,-4.9004
0,5.3185,22.975,-4.9608
0,5.393,22.927,-4.9066
0,5.4266,23.024,-4.9662
0,5.3714,23.006,-4.9924
0,5.3807,22.947,-4.9716
0,5.4359,22.964,-4.9454
0,5.3896,23.074,-4.8709
0,5.2976,23.045,-4.9144
0,5.3131,22.946,-4.8797
0,5.4052,22.975,-4.8362
0,5.3691,23.107,-4.9792
0,5.4933,23.027,-4.8888
0,5.2807,22.959,-4.9894
0,5.4049,22.879,-4.899
0,5.4609,23.041,-4.9985
0,5.3689,23.011,-5.0421
0,5.3844,22.912,-5.0074
0,5.4764,22.942,-4.9638
0,5.4152,23.117,-4.8679
0,5.2618,23.068,-4.9405
0,5.2876,22.903,-4.8827
0,5.441,22.952,-4.8101
0,5.3633,23.004,-4.8966
0,5.3395,23.015,-4.854
0,5.3158,23.027,-4.8115
0,5.2979,23.046,-4.77
0,5.288,23.029,-4.7712
0,5.286,23.073,-4.7297
0,5.2562,23.023,-4.7331
0,5.2809,23.106,-4.6936
0,5.2846,23.082,-4.6853
0,5.2589,23.098,-4.704
0,5.2681,23.092,-4.6882
0,5.2284,23.025,-4.6928
0,5.2191,23.032,-4.7086
0,5.2449,23.015,-4.6899
0,5.2229,23.008,-4.7003
0,5.2826,23.144,-4.6619
0,5.2938,23.073,-4.637
0,5.2166,23.123,-4.6931
0,5.2444,23.103,-4.6457
0,5.2046,23.036,-4.6503
0,5.1769,23.056,-4.6977
0,5.254,23.006,-4.6416
0,5.188,22.985,-4.6728
0,5.2844,23.183,-4.6301
0,5.3029,23.064,-4.5886
0,5.1743,23.147,-4.6822
0,5.2206,23.114,-4.6031
0,5.1809,23.047,-4.6077
0,5.1346,23.08,-4.6868
0,5.2632,22.998,-4.5932
0,5.1532,22.962,-4.6453
0,5.3882,22.993,-4.9412
0,5.406,22.984,-4.9732
