3.326509 15.860212 -9.625902 
3.370123 15.860212 -9.684984 
3.370123 15.803479 -9.625902 
3.370123 15.725950 -9.534285 
3.504385 15.673722 -9.625902 
3.504385 15.725950 -9.680790 
3.638647 15.604340 -9.625902 
3.625930 15.725950 -9.760164 
3.504385 15.807096 -9.760164 
3.504385 15.591688 -9.524036 
3.370123 15.692589 -9.491639 
3.442200 15.725950 -9.625902 
4.041432 15.813581 -10.297211 
3.935353 15.860212 -10.297211 
3.907170 15.803386 -10.162949 
3.741639 15.860212 -10.028687 
3.824130 15.860212 -10.162949 
4.141303 15.860212 -10.297211 
4.175694 15.784692 -10.162949 
4.041432 15.760405 -10.162949 
3.907170 15.762561 -10.028687 
4.251841 15.860212 -10.162949 
4.309956 15.860212 -10.058435 
3.907170 15.716741 -9.894424 
3.638647 15.860212 -9.918528 
3.772909 15.837173 -10.028687 
3.772909 15.671247 -9.760164 
4.041432 15.725950 -9.974203 
3.907170 15.725950 -9.918898 
4.041432 15.706914 -9.894424 
4.161925 15.725950 -9.894424 
4.041432 15.738200 -10.028687 
3.907170 15.654984 -9.760164 
3.772909 15.591688 -9.644512 
3.772909 15.579530 -9.625902 
3.772909 15.502244 -9.491639 
3.638647 15.514212 -9.491639 
3.638647 15.591688 -9.609093 
3.907170 15.508862 -9.491639 
3.907170 15.580258 -9.625902 
4.041432 15.591688 -9.618828 
3.638647 15.719289 -9.760164 
3.907170 15.591688 -9.646154 
3.685287 15.591688 -9.625902 
4.015888 15.591688 -9.625902 
4.041432 15.662338 -9.760164 
4.175694 15.626973 -9.625902 
4.041432 15.595620 -9.625902 
4.175694 15.591688 -9.561985 
4.309956 15.783862 -9.894424 
4.175694 15.729838 -9.894424 
4.175694 15.760570 -10.028687 
4.309956 15.842240 -10.028687 
4.175694 15.690155 -9.760164 
4.309956 15.734576 -9.760164 
4.175694 15.725950 -9.877497 
4.441950 15.860212 -9.894424 
4.578479 15.847670 -9.760164 
4.175694 15.549859 -9.491639 
4.444217 15.645409 -9.491639 
4.444217 15.716884 -9.625902 
4.444217 15.725950 -9.642319 
4.286501 15.725950 -9.760164 
4.303402 15.591688 -9.491639 
4.468106 15.725950 -9.625902 
4.578479 15.770768 -9.625902 
4.444217 15.789409 -9.760164 
4.624164 15.725950 -9.491639 
4.712741 15.772299 -9.491639 
4.712741 15.834496 -9.625902 
4.578479 15.725950 -9.538842 
3.504385 16.868908 -11.237041 
3.388535 16.934307 -11.237041 
3.638647 16.898428 -11.102779 
3.504385 16.665783 -10.892345 
3.504385 16.615658 -10.834257 
3.370123 16.882338 -11.102779 
3.263100 16.934307 -10.968517 
3.337547 16.800045 -10.834257 
3.235862 16.934307 -10.879568 
3.504385 16.739790 -10.968517 
3.403901 16.800045 -10.968517 
3.370123 16.826706 -10.968517 
3.504385 16.817013 -11.102779 
3.504385 16.800045 -11.052015 
3.455899 16.665783 -10.834257 
3.370123 16.762192 -10.834257 
3.370123 16.800045 -10.910486 
3.370123 16.665783 -10.665781 
3.384062 16.665783 -10.699995 
3.504385 16.531521 -10.711723 
3.638647 16.531521 -10.801462 
3.504385 16.524857 -10.699995 
3.638647 16.397259 -10.655617 
3.638647 16.435081 -10.699995 
3.498376 16.531521 -10.699995 
3.370123 16.684784 -10.699995 
3.283291 16.800045 -10.699995 
3.235862 16.918594 -10.834257 
3.235862 16.862331 -10.699995 
3.323671 16.665783 -10.565733 
3.130723 16.934307 -10.565733 
3.224396 16.800045 -10.565733 
3.235862 16.800045 -10.590988 
3.650754 16.934307 -11.102779 
3.638647 16.934307 -11.169693 
3.638647 16.315739 -10.565733 
3.638647 16.800045 -10.975893 
3.638647 16.788025 -10.968517 
3.723340 16.800045 -10.834257 
3.638647 16.665783 -10.902386 
3.644412 16.800045 -10.968517 
3.638647 16.569031 -10.834257 
3.772909 16.397259 -10.629774 
3.772909 16.531521 -10.687643 
3.765231 16.531521 -10.699995 
3.772909 16.597876 -10.699995 
3.772909 16.800045 -10.727604 
3.772909 16.665783 -10.707701 
3.702784 16.665783 -10.834257 
3.772909 16.934307 -10.778196 
3.746576 16.934307 -10.834257 
3.786398 16.800045 -10.699995 
3.854092 16.665783 -10.565733 
3.776511 16.665783 -10.699995 
3.817462 16.934307 -10.699995 
3.071129 17.471352 -11.102779 
3.101600 17.337090 -11.127323 
3.504385 17.202827 -11.473017 
3.504385 17.068569 -11.404562 
3.370123 17.118034 -11.371304 
3.589866 17.068569 -11.371304 
3.370123 17.471352 -11.416197 
3.370123 17.337090 -11.441431 
3.455748 17.337090 -11.505564 
3.504385 17.337090 -11.527895 
3.627353 17.337090 -11.505564 
3.473837 17.471352 -11.505564 
3.370123 17.202827 -11.411705 
3.504385 17.278997 -11.505564 
3.638647 17.353329 -11.505564 
3.370123 16.956409 -11.237041 
3.230731 17.202827 -11.237041 
3.218040 17.068569 -11.102779 
3.293662 17.068569 -11.237041 
3.370123 16.934307 -11.204477 
