7.400000 18.440001 -4.500000 
7.400000 18.400000 -4.517650 
7.400000 18.350000 -4.525000 
7.450000 18.350000 -4.525000 
7.400000 18.250000 -4.525000 
7.400000 18.200001 -4.535010 
7.450000 18.200001 -4.541510 
7.475000 18.200001 -4.550000 
7.500000 18.200001 -4.558490 
7.550000 18.200001 -4.569780 
7.600000 18.159300 -4.600000 
7.600000 18.200001 -4.580220 
7.600000 18.150000 -4.605130 
7.650000 18.100000 -4.627150 
7.600000 18.049999 -4.625000 
7.650000 18.026600 -4.650000 
7.619150 18.000000 -4.650000 
7.600000 17.950001 -4.669780 
7.650000 17.927900 -4.700000 
7.650000 17.900000 -4.719510 
7.700000 17.859100 -4.800000 
7.750000 17.844299 -4.850000 
7.800000 17.825001 -4.950000 
7.800000 17.850000 -4.919300 
7.800000 17.864300 -4.900000 
7.850000 17.900000 -4.919300 
7.835740 17.900000 -4.900000 
7.850000 17.914301 -4.900000 
7.950000 17.900000 -5.068340 
7.976020 17.900000 -5.100000 
8.000000 17.806700 -5.250000 
8.000000 17.799999 -5.256710 
8.050000 17.786600 -5.300000 
8.014750 17.750000 -5.300000 
8.075910 17.750000 -5.350000 
8.100000 17.700001 -5.375000 
8.073100 17.700001 -5.350000 
8.126900 17.700001 -5.400000 
8.150000 17.650000 -5.417100 
8.200000 17.600000 -5.432350 
8.279330 17.549999 -5.450000 
8.300000 17.549999 -5.458490 
8.300000 17.535000 -5.450000 
8.300000 17.500000 -5.432350 
8.300000 17.450001 -5.414990 
8.350000 17.500000 -5.435010 
8.350000 17.415001 -5.400000 
8.375000 17.400000 -5.400000 
8.448530 17.350000 -5.400000 
8.400000 17.299999 -5.421790 
8.450000 17.299999 -5.437920 
8.450000 17.291500 -5.450000 
8.472810 17.299999 -5.450000 
8.500000 17.299999 -5.466900 
8.700000 17.325001 -5.650000 
8.764990 17.350000 -5.700000 
8.750000 17.363701 -5.750000 
8.800000 17.380199 -5.750000 
8.800000 17.400000 -5.780530 
8.750000 17.390900 -5.800000 
8.750000 17.438999 -5.850000 
8.700000 17.450001 -5.872300 
8.750000 17.500000 -5.889480 
8.700000 17.487900 -5.900000 
8.700000 17.500000 -5.908490 
8.750000 17.549999 -5.917650 
8.700000 17.600000 -5.946320 
8.691130 17.600000 -5.950000 
8.650000 17.600000 -5.968250 
8.600000 17.600000 -5.981750 
8.554920 17.600000 -6.000000 
8.500000 17.600000 -6.011290 
8.400000 17.600000 -6.008490 
8.353890 17.600000 -6.000000 
8.350000 17.600000 -5.999220 
8.350000 17.601200 -6.000000 
8.300000 17.600000 -6.011600 
8.250000 17.535801 -6.000000 
8.200000 17.450001 -5.967100 
8.150000 17.450001 -5.972300 
8.100000 17.424101 -5.950000 
8.150000 17.425900 -5.950000 
8.100000 17.362101 -5.900000 
8.100000 17.400000 -5.927700 
8.080850 17.350000 -5.900000 
8.000000 17.276600 -5.900000 
8.025000 17.299999 -5.900000 
7.973420 17.250000 -5.900000 
7.950000 17.226601 -5.900000 
7.923420 17.200001 -5.900000 
7.950000 17.200001 -5.886330 
7.900000 17.179399 -5.900000 
7.850000 17.150000 -5.907090 
7.750000 17.005199 -5.850000 
7.700000 17.039200 -5.900000 
7.700000 17.000000 -5.875000 
7.744170 17.000000 -5.850000 
7.750000 16.950001 -5.830220 
7.800000 17.000000 -5.830220 
7.850000 16.981701 -5.800000 
7.881660 16.950001 -5.750000 
7.900000 16.950001 -5.737120 
7.850000 16.900000 -5.729980 
7.899450 16.900000 -5.700000 
7.900000 16.900000 -5.699220 
7.920670 16.900000 -5.650000 
7.920670 16.900000 -5.600000 
7.950000 16.928200 -5.650000 
7.972300 16.950001 -5.600000 
8.000000 16.985701 -5.550000 
7.975000 17.000000 -5.450000 
7.914260 16.950001 -5.400000 
7.900000 16.935699 -5.400000 
7.900000 16.918200 -5.450000 
7.864260 16.900000 -5.400000 
7.850000 16.937599 -5.350000 
7.850000 16.900000 -5.381660 
7.812400 16.900000 -5.350000 
7.804930 16.850000 -5.400000 
7.800000 16.850000 -5.395070 
7.800000 16.846399 -5.400000 
7.700000 16.840700 -5.350000 
7.700000 16.850000 -5.342910 
7.700000 16.900000 -5.335010 
7.650000 16.850000 -5.335010 
7.650000 16.924999 -5.350000 
7.600000 16.950001 -5.355130 
7.650000 17.000000 -5.372850 
7.600000 17.000000 -5.357090 
7.650000 17.073400 -5.350000 
7.629430 17.049999 -5.350000 
7.650000 17.150000 -5.309470 
7.650000 17.163700 -5.300000 
7.631660 17.200001 -5.250000 
7.650000 17.200001 -5.270520 
7.700000 17.200001 -5.309140 
7.800000 17.250000 -5.313670 
7.771260 17.250000 -5.300000 
7.825000 17.299999 -5.300000 
7.850000 17.350000 -5.291510 
7.950000 17.400000 -5.332900 
7.979330 17.500000 -5.350000 
8.050000 17.500000 -5.375000 
8.050000 17.549999 -5.372850 
8.100000 17.549999 -5.385010 
8.100000 17.600000 -5.382900 
8.126190 17.600000 -5.400000 
8.127260 17.650000 -5.400000 
7.400000 18.450001 -4.494870 
7.450000 18.500000 -4.475000 
7.500000 18.500000 -4.477150 
7.550000 18.549999 -4.477150 
7.550000 18.600000 -4.475000 
7.600000 18.600000 -4.485010 
7.625000 18.650000 -4.500000 
7.650000 18.650000 -4.514990 
7.609960 18.700001 -4.500000 
7.650000 18.700001 -4.517650 
7.700000 18.750000 -4.525000 
7.750000 18.799999 -4.525000 
7.800000 18.799999 -4.525000 
7.900000 18.900000 -4.549220 
7.850000 18.900000 -4.529440 
7.885010 18.950001 -4.550000 
7.850000 18.950001 -4.532350 
7.859960 19.000000 -4.550000 
7.900000 19.000000 -4.567650 
8.000000 19.049999 -4.591510 
7.959960 19.150000 -4.600000 
8.000000 19.150000 -4.617650 
8.100000 19.200001 -4.635010 
8.050000 19.200001 -4.625000 
